Depth,特性_名称,特性_编号,用例_名称,用例_编号,用例_级别,用例_自动化类型,用例_特性,用例_子特性,用例_适用版本,用例_适用产品,用例_适用API,用例_适用处理器架构,用例_工程类型,用例_预置条件,用例_测试步骤,用例_预期结果,用例_备注,用例_执行平台,用例_测试环境类型,用例_自动化工程(测试套),需求单编号,测试结果
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Huks_InitParamSet,KMP_CAPI_Encapsulation_MacArm_Function_057,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块3：HuksKeyApi密钥管理模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块3：HuksKeyApi密钥管理模块」的验证页面。
3. 查看清单统计部分，函数OH_Huks_InitParamSet返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Huks_AddParams,KMP_CAPI_Encapsulation_MacArm_Function_058,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块3：HuksKeyApi密钥管理模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块3：HuksKeyApi密钥管理模块」的验证页面。
3. 查看清单统计部分，函数OH_Huks_AddParams返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Huks_FreeParamSet,KMP_CAPI_Encapsulation_MacArm_Function_059,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块3：HuksKeyApi密钥管理模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块3：HuksKeyApi密钥管理模块」的验证页面。
3. 查看清单统计部分，函数OH_Huks_FreeParamSet返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_NetConn_GetDefaultHttpProxy,KMP_CAPI_Encapsulation_MacArm_Function_060,Level 0,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块4：NetConnection网络连接模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块4：NetConnection网络连接模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_GetDefaultHttpProxy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_NetConn_QueryProbeResult,KMP_CAPI_Encapsulation_MacArm_Function_061,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块4：NetConnection网络连接模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块4：NetConnection网络连接模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_QueryProbeResult返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_NetConn_SetAppHttpProxy,KMP_CAPI_Encapsulation_MacArm_Function_062,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块4：NetConnection网络连接模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块4：NetConnection网络连接模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_SetAppHttpProxy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_NetConn_RegisterDefaultNetConnCallback,KMP_CAPI_Encapsulation_MacArm_Function_063,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块4：NetConnection网络连接模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块4：NetConnection网络连接模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_RegisterDefaultNetConnCallback返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_NetConn_UnregisterNetConnCallback,KMP_CAPI_Encapsulation_MacArm_Function_064,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块4：NetConnection网络连接模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块4：NetConnection网络连接模块」的验证页面。
3. 查看清单统计部分，函数OH_NetConn_UnregisterNetConnCallback返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_CreateParamList,KMP_CAPI_Encapsulation_MacArm_Function_065,Level 0,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_CreateParamList返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_AddInt8Param,KMP_CAPI_Encapsulation_MacArm_Function_066,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_AddInt8Param返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_AddInt16Param,KMP_CAPI_Encapsulation_MacArm_Function_067,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_AddInt16Param返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_AddFloatParam,KMP_CAPI_Encapsulation_MacArm_Function_068,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_AddFloatParam返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_Write,KMP_CAPI_Encapsulation_MacArm_Function_069,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_Write返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_HiAppEvent_DestroyParamList,KMP_CAPI_Encapsulation_MacArm_Function_070,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，函数OH_HiAppEvent_DestroyParamList返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证常量DOMAIN_OS,KMP_CAPI_Encapsulation_MacArm_Function_071,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，常量DOMAIN_OS返回一致。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证常量EVENT_APP_CRASH,KMP_CAPI_Encapsulation_MacArm_Function_072,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，常量EVENT_APP_CRASH返回一致。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证常量PARAM_USER_ID,KMP_CAPI_Encapsulation_MacArm_Function_073,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块5：HiAppEvent用户打点模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块5：HiAppEvent用户打点模块」的验证页面。
3. 查看清单统计部分，常量PARAM_USER_ID返回一致。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_LOG_Print,KMP_CAPI_Encapsulation_MacArm_Function_074,Level 0,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块6：HiLog日志模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块6：HiLog日志模块」的验证页面。
3. 查看清单统计部分，函数OH_LOG_Print返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证常量LOG_DOMAIN,KMP_CAPI_Encapsulation_MacArm_Function_075,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块6：HiLog日志模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块6：HiLog日志模块」的验证页面。
3. 查看清单统计部分，常量LOG_DOMAIN返回一致。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证常量LOG_TAG,KMP_CAPI_Encapsulation_MacArm_Function_076,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块6：HiLog日志模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块6：HiLog日志模块」的验证页面。
3. 查看清单统计部分，常量LOG_TAG返回一致。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RectCreate,KMP_CAPI_Encapsulation_MacArm_Function_077,Level 0,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RectCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RectDestroy,KMP_CAPI_Encapsulation_MacArm_Function_078,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RectDestroy返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RoundRectCreate,KMP_CAPI_Encapsulation_MacArm_Function_079,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RoundRectCreate返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RoundRectSetCorner,KMP_CAPI_Encapsulation_MacArm_Function_080,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RoundRectSetCorner返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RoundRectGetCorner,KMP_CAPI_Encapsulation_MacArm_Function_081,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RoundRectGetCorner返回成功。",,,,,IR001-SR001,
....,,,Mac(ARM)主机构建ohosArm64验证函数OH_Drawing_RoundRectDestroy,KMP_CAPI_Encapsulation_MacArm_Function_082,Level 1,FALSE,三方框架-KMP框架-KMP框架,,HOS单框架,,API17;API18;API19;API20;API21;API22,mac arm,default,"1. Mac(ARM)测试环境已搭建。
2. 使用已有的KMP工程（分支：feature/newVersion），https://gitlab.eazytec-cloud.com/eazytec_kmptpc/kmptpc_kotlin_capi_sample。
3. 产物编译：在Android Studio终端中执行命令./gradlew :composeApp:publishDebugBinariesToHarmonyApp，生成鸿蒙Native二进制产物并自动推送至harmonyApp指定目录
4. 鸿蒙设备已连接并可用。","1. 在Deveco打开当前工程下的harmonyapp，点击运行按钮，部署到已连接的设备。
2. 在首页点击「模块7：Drawing模块」。
3. 点击「运行验证」按钮。","1. HAP包成功安装，应用启动正常。
2. 页面跳转成功，正常展示「模块7：Drawing模块」的验证页面。
3. 查看清单统计部分，函数OH_Drawing_RoundRectDestroy返回成功。",,,,,IR001-SR001,
